clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_CCA	codon_GAT	codon_GCG	codon_TTT	codon_ACT	codon_ACC	codon_TGC	codon_CAC	codon_ATC	codon_TGG	codon_CCC	codon_CAT	codon_CCT	codon_TCG	codon_GTG	codon_GGC	codon_AGG	codon_GGA	codon_GGG	codon_GCC	codon_CAG	codon_GCT	codon_AAC	codon_CCG	codon_TGT	codon_TAC	codon_CTC	codon_CGG	codon_CTG	codon_ACG	codon_AGC	codon_CGC	codon_CGT	codon_GAC	codon_GAG	codon_ATG	codon_CTA	codon_AAT	codon_TCC	codon_AAG	codon_GCA	codon_TTG	codon_CGA	codon_CAA	codon_TCA	codon_TTC	codon_GGT	codon_AGT	codon_CTT	codon_TCT	codon_GAA	codon_ACA	codon_TAT	codon_GTT	codon_AAA	codon_GTA	codon_ATT	codon_GTC	codon_AGA	codon_TAG	codon_ATA	codon_TGA	codon_TAA	codon_TTA
NC_072417.2	-2::NC_072417.2:11552352-11559684	7332	False	0.6875	1	17.0	1.0	14.0		1.0	74.0	85.0	23.0		4.0	48.0	5.0	74.0		200.0		95.0	141.0	207.0	116.0	3.0	2.0		96.0	128.0		1.0	46.0	77.0	121.0	3.0	50.0	73.0	168.0	211.0	5.0		1.0		28.0	1.0		70.0	1.0			4.0		1.0	2.0	30.0				2.0			1.0	147.0		1.0	65.0	1.0	
NC_072417.2	-1::NC_072417.2:11552383-11559649	7266	False	0.6883	1	17.0		13.0			71.0	78.0	16.0	3.0	2.0	49.0		76.0		201.0	3.0	95.0	141.0	205.0	118.0	2.0	1.0		96.0	128.0	1.0	1.0	39.0	73.0	119.0	1.0	52.0	73.0	182.0	212.0	3.0				32.0	2.0		66.0			1.0			1.0	1.0	28.0				1.0	1.0	1.0	2.0	144.0			71.0		
NC_072417.2	-3::NC_072417.2:11552456-11559989	7533	False	0.6875	2	25.0	3.0	14.0		3.0	69.0	80.0	18.0	1.0	5.0	47.0	2.0	75.0	3.0	204.0	5.0	109.0	134.0	214.0	119.0	4.0	2.0		98.0	125.0		2.0	39.0	79.0	129.0	5.0	51.0	76.0	179.0	215.0	3.0		2.0	9.0	28.0	6.0	4.0	66.0			2.0	2.0	2.0		3.0	29.0	2.0		1.0	2.0			2.0	137.0	2.0		75.0		
NC_072417.2	1::NC_072417.2:29761902-29767038	5136	False	0.5697	2	58.0	28.0	7.0	5.0	21.0	28.0	14.0	19.0	21.0	33.0	52.0	10.0	43.0	5.0	41.0	35.0	51.0	42.0	46.0	55.0	59.0	54.0	11.0	6.0	23.0	5.0	22.0	16.0	46.0	8.0	44.0	8.0	2.0	43.0	108.0	27.0	15.0	11.0	34.0	54.0	54.0	13.0	7.0	36.0	31.0	18.0	19.0	28.0	13.0	27.0	91.0	22.0	5.0	12.0	51.0	10.0	7.0	18.0	31.0		3.0			6.0
NC_072417.2	-1::NC_072417.2:50012029-50017672	5643	False	0.6419	2	10.0	13.0	14.0	29.0	13.0	21.0	27.0	42.0	15.0	46.0	59.0	20.0	27.0	10.0	26.0	102.0	39.0	68.0	90.0	70.0	84.0	74.0	5.0	43.0	18.0	3.0	92.0	37.0	101.0	6.0	27.0	13.0	10.0	18.0	50.0	11.0		3.0	12.0	13.0	28.0	10.0	17.0	11.0		19.0	53.0	15.0	104.0	5.0	31.0	18.0	1.0	32.0	12.0	26.0	9.0	65.0	28.0	4.0	11.0	18.0	3.0	
NC_072417.2	2::NC_072417.2:95717287-95724682	7395	False	0.5467	1	48.0	5.0		145.0			1.0	2.0		1.0	328.0		177.0	14.0	1.0	1.0	71.0		8.0	1.0	168.0			2.0	3.0	1.0	195.0	4.0	1.0			2.0	1.0			1.0	2.0	2.0	248.0	71.0			3.0	43.0	192.0	225.0	108.0	140.0	2.0	4.0				232.0	3.0		4.0	1.0	4.0					
NC_072417.2	1::NC_072417.2:95719185-95724792	5607	False	0.5506	2	30.0	5.0		102.0	2.0		1.0		1.0	1.0	240.0		138.0	5.0	1.0	1.0	74.0	1.0	14.0	1.0	125.0	2.0		4.0	1.0		152.0	5.0	7.0		2.0		1.0		3.0	2.0			178.0	32.0		1.0		52.0	132.0	186.0	73.0	102.0	3.0	6.0	2.0	1.0		164.0	3.0	1.0	4.0	3.0	5.0					
NC_072402.2	-3::NC_072402.2:49-11809	11760	False	0.4998	0						1.0					1795.0		162.0										163.0	1.0																									1.0						1.0								1796.0	
NC_072402.2	3::NC_072402.2:50-11810	11760	False	0.4999	0					1.0	162.0					2.0		1794.0										1796.0										1.0				162.0																		1.0									1.0
NC_072402.2	-2::NC_072402.2:866-11639	10773	False	0.4999	0					1.0	1.0							1794.0										1794.0																																1.0									
NC_072402.2	1::NC_072402.2:867-11640	10773	False	0.5	0						1794.0					1.0																										1795.0																		1.0									
NC_072402.2	-3::NC_072402.2:2544136-2551237	7101	False	0.6453	1		21.0	2.0		1.0		3.0	1.0		155.0	1.0		2.0		467.0	1.0	150.0	181.0	380.0		2.0	1.0			324.0				2.0	1.0	2.0		1.0		324.0	23.0		1.0	2.0	1.0	1.0	4.0					161.0				5.0	1.0		1.0	2.0	5.0	4.0		126.0	2.0	1.0	4.0	1.0	
NC_072402.2	-1::NC_072402.2:2544201-2551242	7041	False	0.6479	1		21.0	1.0	1.0			2.0			150.0	1.0	1.0			473.0	1.0	132.0	170.0	440.0	1.0			2.0		348.0				1.0				3.0	1.0	274.0	8.0			1.0		1.0	1.0					122.0			2.0	1.0	3.0	1.0	1.0		2.0			175.0	3.0		2.0	1.0	
NC_072402.2	-2::NC_072402.2:2544206-2551310	7104	False	0.6474	1		9.0	4.0	1.0		1.0	2.0	1.0	1.0	137.0			2.0		483.0		177.0	147.0	420.0		2.0	2.0	1.0	1.0	354.0	1.0	3.0	1.0	1.0		1.0		2.0	1.0	300.0	20.0		2.0	3.0	1.0	1.0					1.0	117.0	4.0			1.0	1.0		1.0	1.0	3.0		1.0	149.0	5.0	1.0	1.0		
NC_072402.2	-1::NC_072402.2:32510847-32516244	5397	False	0.423	2	10.0	19.0		41.0	42.0	24.0	45.0	33.0	60.0	53.0	12.0	25.0	15.0	4.0	12.0	16.0	48.0	22.0	23.0	17.0	21.0	22.0	36.0		98.0	27.0	64.0	1.0	28.0	4.0	41.0	3.0	10.0	18.0	12.0	25.0		48.0	32.0	13.0	2.0	37.0	5.0	17.0		166.0	32.0	80.0	22.0	19.0	21.0	2.0	31.0	16.0	47.0	11.0	32.0	38.0	78.0	10.0	20.0	53.0	36.0	
NC_072402.2	-1::NC_072402.2:36308310-36318840	10530	False	0.4122	1	11.0	31.0	3.0	180.0	66.0	44.0	104.0	66.0	110.0	138.0	12.0	44.0	21.0	4.0	25.0	23.0	84.0	60.0	29.0	22.0	36.0	25.0	69.0	3.0	97.0	62.0	152.0	15.0	71.0	9.0	75.0	6.0	4.0	29.0	22.0	54.0		73.0	58.0	40.0	7.0	74.0	8.0	59.0		320.0	35.0	72.0	124.0	42.0	27.0	16.0	49.0	29.0	64.0	12.0	66.0	63.0	143.0	36.0	46.0	172.0	69.0	
NC_072402.2	-1::NC_072402.2:43849758-43856454	6696	False	0.477	2	7.0	33.0	4.0	111.0	36.0	25.0	36.0	53.0	75.0	64.0	20.0	37.0	15.0	12.0	18.0	53.0	73.0	55.0	41.0	30.0	28.0	29.0	22.0	3.0	46.0	21.0	135.0	14.0	38.0	6.0	53.0	6.0	8.0	31.0	28.0	12.0		28.0	32.0	18.0	9.0	29.0	7.0	17.0		153.0	64.0	51.0	113.0	16.0	24.0	9.0	15.0	14.0	29.0	27.0	32.0	63.0	91.0	10.0	34.0	49.0	20.0	
NC_072402.2	2::NC_072402.2:110558887-110565472	6585	False	0.4067	2	68.0	87.0	3.0	30.0	54.0	27.0	5.0	13.0	11.0	9.0	24.0	37.0	70.0	9.0	23.0	13.0	23.0	51.0	11.0	28.0	62.0	49.0	29.0	2.0	20.0	12.0	15.0	4.0	11.0	4.0	36.0	5.0	9.0	28.0	33.0	32.0	18.0	100.0	39.0	52.0	48.0	19.0	15.0	55.0	99.0	11.0	35.0	92.0	26.0	92.0	117.0	52.0	28.0	36.0	114.0	15.0	44.0	9.0	60.0		36.0			36.0
NC_072402.2	-1::NC_072402.2:178653648-178662882	9234	False	0.6716	1	3.0	1.0	1.0	2.0	183.0	84.0	3.0	51.0	1.0	210.0	4.0	39.0	1.0		89.0	6.0	204.0	382.0	330.0	5.0	6.0	1.0	4.0	89.0	3.0	2.0	3.0	49.0	178.0	55.0	5.0	88.0	1.0	262.0	289.0	37.0		5.0	2.0	4.0	85.0	3.0	1.0	3.0		1.0	94.0		2.0	1.0	1.0			2.0	13.0		2.0		88.0	1.0	2.0	92.0	5.0	
NC_072402.2	-3::NC_072402.2:178653748-178662853	9105	False	0.6734	1	4.0		1.0	4.0	175.0	88.0	2.0	49.0	4.0	215.0	4.0	35.0	1.0		92.0	1.0	202.0	381.0	318.0	2.0	2.0	3.0	1.0	80.0	2.0		1.0	55.0	182.0	53.0	4.0	88.0		263.0	294.0	36.0		4.0	1.0	3.0	92.0	4.0					90.0	2.0		1.0	3.0	1.0			10.0	2.0	1.0	1.0	89.0		1.0	86.0	2.0	
NC_072402.2	-2::NC_072402.2:178653926-178662845	8919	False	0.6764	1		1.0	1.0	2.0	174.0	88.0	4.0	54.0		215.0		36.0	3.0	1.0	91.0		214.0	383.0	320.0			1.0	1.0	88.0	1.0	1.0		52.0	173.0	46.0		80.0		258.0	290.0	35.0		2.0			90.0		1.0			2.0	82.0	2.0				1.0		1.0	8.0				78.0		3.0	89.0	1.0	
NC_072420.2	-2::NC_072420.2:759-10962	10203	False	0.5017	0				5.0		16.0					1.0		1682.0										1668.0						14.0					12.0																					1.0								2.0	
NC_072420.2	2::NC_072420.2:760-10879	10119	False	0.5004	0				4.0		1680.0					1.0		2.0										2.0						12.0								1669.0									1.0			1.0						1.0									
NC_072420.2	-3::NC_072420.2:764-10871	10107	False	0.5004	0				5.0		2.0					1680.0																												1.0																							12.0	1669.0	
NC_072420.2	1::NC_072420.2:765-10872	10107	False	0.5005	0				5.0							1.0		1682.0										1668.0											12.0																					1.0									
NC_072420.2	3::NC_072420.2:34258220-34264163	5943	False	0.494	2	82.0	48.0	17.0	14.0	50.0	39.0	1.0	5.0	8.0	1.0	31.0	22.0	81.0	20.0	62.0	8.0	22.0	14.0	32.0	14.0	50.0	49.0	9.0	12.0	3.0	14.0	3.0	9.0	39.0	10.0	37.0	26.0	17.0	31.0	107.0	110.0	9.0	16.0	54.0	35.0	68.0	42.0	12.0	11.0	73.0	2.0	18.0	30.0	16.0	96.0	72.0	56.0	21.0	29.0	41.0	39.0	24.0	11.0	49.0		11.0			49.0
NC_072420.2	2::NC_072420.2:45046516-45052912	6396	False	0.611	1	170.0	3.0			106.0	92.0	3.0	309.0	50.0	3.0	175.0	28.0	54.0	2.0		3.0	30.0	40.0	52.0	35.0	85.0	2.0	10.0	6.0		2.0	183.0	17.0	5.0	10.0	30.0	5.0		80.0	3.0	1.0	11.0	1.0	97.0	4.0	2.0		2.0	5.0	101.0	2.0		10.0		39.0	4.0	189.0	17.0		2.0		1.0	10.0	40.0					1.0
NC_072420.2	3::NC_072420.2:45071516-45077276	5760	False	0.6132	1	143.0	4.0			107.0	70.0	1.0	273.0	33.0	1.0	167.0	25.0	49.0	1.0	1.0		27.0	37.0	47.0	34.0	80.0	4.0	5.0	6.0	1.0	4.0	177.0	12.0	5.0	4.0	25.0	7.0		70.0	5.0	5.0	13.0	2.0	90.0	1.0	7.0		2.0	2.0	92.0	1.0	1.0	9.0		34.0	1.0	169.0	16.0		1.0			12.0	37.0					
NC_072409.2	1::NC_072409.2:660-9564	8904	False	0.5043	0						1420.0					2.0		62.0										62.0			1.0	36.0										1385.0																											
NC_072409.2	-2::NC_072409.2:665-9563	8898	False	0.5042	0						1.0		36.0			62.0		1421.0										1384.0																																								62.0	
NC_072409.2	-3::NC_072409.2:1036-9199	8163	False	0.5001	0						1.0					1360.0																																																				1360.0	
NC_072409.2	3::NC_072409.2:1037-11111	10074	False	0.5071	0						252.0		36.0			1.0		1428.0										1390.0				33.0										217.0															1.0												
NC_072409.2	1::NC_072409.2:846525-852027	5502	False	0.5269	0	5.0	42.0	4.0	5.0		105.0	23.0	38.0	1.0	5.0	2.0	1.0	213.0	37.0	3.0	6.0	36.0	120.0	12.0	5.0	34.0	20.0	1.0	1.0	3.0	1.0	234.0	7.0	42.0	15.0	5.0	1.0	1.0		5.0	3.0		1.0	89.0	2.0	5.0	2.0		2.0	124.0	199.0	4.0		162.0	158.0		3.0			1.0		40.0		3.0		1.0			2.0
NC_072409.2	3::NC_072409.2:846800-852263	5463	False	0.5246	1		38.0		5.0	1.0	41.0	20.0	122.0	1.0	6.0	6.0	4.0	234.0	8.0	1.0	7.0	84.0	41.0	40.0	3.0	36.0	40.0			5.0		196.0	7.0	20.0		5.0			1.0	3.0	2.0		1.0	172.0	2.0	1.0	3.0	1.0		70.0	199.0	2.0	2.0	80.0	162.0	2.0	1.0		1.0	2.0		121.0	17.0	2.0					3.0
NC_072409.2	2::NC_072409.2:846922-852127	5205	False	0.522	0		121.0		3.0		38.0	40.0	40.0			1.0	2.0	196.0	5.0	1.0		34.0	37.0	9.0		85.0	18.0				1.0	208.0	37.0	17.0				15.0			1.0			194.0		1.0				153.0	198.0	1.0		160.0	77.0		1.0					40.0	1.0						
NC_072409.2	2::NC_072409.2:1085392-1092139	6747	False	0.561	0	2.0			47.0	4.0	3.0	2.0		2.0	1.0	68.0	2.0	559.0	2.0		1.0	1.0		1.0	1.0	3.0	3.0	2.0		1.0	5.0	302.0		3.0		1.0	1.0		1.0					555.0	1.0						319.0		1.0	306.0	44.0								3.0						2.0
NC_072409.2	3::NC_072409.2:1085441-1092263	6822	False	0.562	1	2.0			43.0	5.0	1.0	2.0	1.0	1.0	2.0	71.0	2.0	555.0	1.0	2.0	3.0	1.0	1.0		1.0	1.0	6.0		3.0	2.0	2.0	292.0		7.0		1.0	2.0		1.0	1.0				570.0						1.0	307.0	1.0		314.0	56.0	3.0	1.0		1.0		1.0	1.0		2.0					4.0
NC_072409.2	1::NC_072409.2:1085445-1092369	6924	False	0.5634	1	4.0	1.0	1.0	54.0	2.0		2.0	2.0	2.0	5.0	85.0	2.0	559.0	1.0	5.0	2.0	7.0	1.0	1.0	2.0	4.0	6.0	1.0		5.0	4.0	298.0	1.0	7.0	1.0		2.0	2.0	3.0	1.0	1.0	2.0		551.0	2.0	2.0				2.0	301.0	2.0	1.0	318.0	47.0		2.0												4.0
NC_072409.2	-1::NC_072409.2:2599482-2608842	9360	False	0.5052	1		148.0	53.0	7.0	3.0	3.0	47.0		1.0	113.0	1.0	7.0	1.0		428.0	9.0	28.0	39.0	141.0	1.0	15.0	8.0	71.0	1.0	263.0	8.0	3.0	47.0	122.0	67.0	3.0	1.0	156.0	94.0	3.0	72.0		21.0	2.0	98.0	5.0	4.0	6.0	3.0		1.0	69.0	68.0	4.0	65.0	141.0	14.0	9.0	3.0	121.0	96.0		56.0	76.0	158.0	4.0	127.0	5.0	
NC_072409.2	-3::NC_072409.2:2599762-2608933	9171	False	0.505	1	2.0	76.0	45.0	10.0	2.0	5.0	105.0	2.0	5.0	76.0	1.0	5.0	1.0	1.0	353.0	11.0	50.0	92.0	84.0	2.0	14.0	3.0	42.0	1.0	341.0	10.0	4.0	24.0	69.0	151.0	4.0	1.0	91.0	58.0	3.0	171.0		15.0	1.0	138.0	4.0	8.0	2.0				140.0	48.0	3.0	58.0	103.0	16.0	4.0	7.0	69.0	72.0	1.0	112.0	161.0	79.0	5.0	93.0	3.0	
NC_072409.2	-3::NC_072409.2:31523047-31528864	5817	False	0.5028	2	10.0	43.0	12.0	55.0	16.0	22.0	26.0	39.0	37.0	58.0	20.0	50.0	29.0	13.0	62.0	38.0	31.0	52.0	55.0	26.0	44.0	39.0	19.0	15.0	19.0	11.0	77.0	18.0	76.0	6.0	38.0	4.0	16.0	26.0	23.0	24.0		21.0	16.0	15.0	33.0	26.0	7.0	30.0		52.0	39.0	35.0	70.0	23.0	36.0	30.0	18.0	52.0	35.0	47.0	46.0	44.0	35.0	11.0	33.0	28.0	8.0	
NC_072409.2	-1::NC_072409.2:58394946-58400460	5514	False	0.4612	0	2.0	22.0	2.0	1.0	6.0	1.0	19.0		2.0	224.0		3.0		4.0	131.0	3.0	36.0	248.0	14.0		8.0		11.0	1.0	22.0	3.0	1.0	3.0	8.0	8.0	7.0		1.0	9.0	148.0	142.0		150.0		29.0	26.0	24.0	5.0	10.0		2.0	10.0	120.0	1.0		139.0	6.0	3.0	11.0	32.0	22.0	28.0	2.0	43.0	28.0	11.0	32.0	14.0	
NC_072409.2	-3::NC_072409.2:67192570-67199284	6714	False	0.4724	2	38.0	21.0	3.0	44.0	58.0	49.0	50.0	32.0	105.0	67.0	34.0	34.0	16.0	8.0	30.0	33.0	57.0	52.0	37.0	24.0	42.0	50.0	24.0	4.0	53.0	18.0	100.0	7.0	55.0	2.0	38.0	7.0	9.0	16.0	21.0	33.0		36.0	32.0	22.0	15.0	44.0	6.0	30.0		137.0	28.0	37.0	42.0	23.0	23.0	15.0	24.0	40.0	41.0	15.0	74.0	82.0	84.0	15.0	20.0	62.0	20.0	
NC_072409.2	-1::NC_072409.2:80676561-80685387	8826	False	0.3911	2	18.0	21.0	2.0	141.0	98.0	38.0	48.0	31.0	128.0	79.0	38.0	35.0	19.0	2.0	15.0	32.0	65.0	53.0	26.0	21.0	24.0	32.0	51.0		53.0	34.0	107.0	2.0	78.0	7.0	45.0	1.0	8.0	15.0	19.0	50.0		63.0	35.0	58.0	9.0	66.0	6.0	55.0		158.0	32.0	79.0	79.0	45.0	38.0	38.0	52.0	57.0	90.0	13.0	124.0	54.0	116.0	29.0	30.0	107.0	73.0	
NC_072409.2	1::NC_072409.2:83372508-83378019	5511	False	0.4633	2	47.0	100.0	1.0	43.0	29.0	19.0	8.0	15.0	34.0	20.0	23.0	28.0	45.0	1.0	38.0	22.0	16.0	35.0	33.0	28.0	58.0	36.0	30.0	3.0	19.0	18.0	18.0	25.0	40.0	6.0	16.0	16.0	12.0	35.0	83.0	52.0	15.0	34.0	24.0	77.0	31.0	33.0	15.0	24.0	29.0	22.0	22.0	25.0	33.0	35.0	93.0	37.0	35.0	23.0	67.0	10.0	43.0	20.0	14.0		11.0			13.0
NC_072409.2	-2::NC_072409.2:115590536-115596710	6174	False	0.4885	0		1.0		1.0	51.0	164.0	134.0	13.0				1.0	17.0		210.0		1.0	3.0	2.0		1.0	7.0	1.0	130.0	30.0	60.0	64.0	3.0	82.0		1.0		11.0	1.0	24.0	2.0		25.0	151.0	66.0		1.0						101.0		1.0	1.0	1.0	1.0		13.0	223.0			151.0	2.0	4.0	150.0	152.0	
NC_072409.2	-1::NC_072409.2:115590591-115596930	6339	False	0.4871	0	2.0	2.0		2.0	2.0	73.0	13.0	3.0	2.0	2.0	2.0	2.0	300.0		72.0		8.0	2.0	1.0		2.0	2.0		15.0	219.0	164.0	10.0		68.0		3.0	1.0	130.0	1.0	298.0	2.0		6.0	63.0	13.0	136.0		1.0	1.0			5.0	22.0	1.0	1.0	5.0		3.0	1.0	152.0	71.0	3.0		68.0	2.0	26.0	65.0	65.0	
NC_072409.2	-3::NC_072409.2:115590640-115596745	6105	False	0.4883	0					17.0	141.0	5.0	133.0					126.0		163.0				1.0			1.0	1.0	11.0	123.0	82.0	151.0	1.0	149.0	3.0	1.0		14.0		101.0			6.0	6.0	150.0	9.0	1.0				1.0		297.0		1.0	27.0	4.0	1.0		62.0	210.0	1.0		11.0		2.0	11.0	11.0	
NC_072404.2	-1::NC_072404.2:5942956-5951236	8280	False	0.4077	0	6.0	271.0	1.0	1.0	7.0		1.0	1.0	103.0	118.0		4.0		2.0	120.0	2.0	117.0	236.0	2.0		3.0	2.0	1.0		132.0	182.0		3.0			136.0		5.0	71.0	1.0	20.0		12.0		6.0	127.0	2.0	3.0			6.0	131.0	248.0	6.0	2.0	2.0		214.0	44.0		20.0	255.0	5.0	5.0	115.0	2.0	6.0	1.0	
NC_072404.2	-2::NC_072404.2:6405120-6412713	7593	False	0.6536	1	1.0	195.0			1.0	1.0	2.0		110.0	92.0	3.0	3.0			128.0	4.0	183.0	293.0	643.0	2.0	4.0	1.0			110.0	1.0	1.0	32.0	124.0	37.0			1.0	37.0	157.0	90.0		2.0	3.0		1.0	1.0					2.0			129.0	4.0		1.0		2.0	2.0		1.0	2.0	1.0		124.0		
NC_072404.2	-3::NC_072404.2:6405143-6413150	8007	False	0.6508	1	6.0	197.0		2.0		3.0	3.0	2.0	130.0	78.0	6.0	3.0	4.0		126.0	6.0	181.0	286.0	662.0	4.0	10.0	6.0		2.0	131.0		4.0	39.0	120.0	33.0	4.0	1.0		40.0	188.0	92.0		1.0	4.0	2.0	8.0	7.0		3.0		4.0	2.0	1.0	4.0	129.0	5.0	2.0	2.0	2.0	1.0	3.0	1.0	2.0	2.0	1.0	1.0	113.0		
NC_072404.2	-1::NC_072404.2:6405196-6412963	7767	False	0.6497	1	1.0	212.0	1.0	2.0	1.0	1.0	3.0		126.0	88.0	1.0	2.0	4.0		112.0	5.0	160.0	293.0	658.0	1.0	1.0	4.0	2.0		125.0	1.0	1.0	37.0	132.0	37.0		1.0		31.0	181.0	76.0		7.0	1.0		6.0	2.0		2.0		1.0	6.0		5.0	113.0		1.0	2.0	2.0		1.0	2.0	2.0	3.0		2.0	131.0		
NC_072404.2	2::NC_072404.2:6937054-6946003	8949	False	0.6392	1	97.0		132.0	4.0	57.0	2.0	61.0	150.0	1.0	2.0	11.0	55.0	3.0		20.0	89.0	100.0	101.0	103.0	91.0	160.0	7.0	3.0	2.0		44.0	3.0	87.0	50.0	184.0	141.0	136.0	6.0	97.0	102.0	5.0		2.0	9.0	103.0	190.0		97.0	3.0	6.0	2.0		22.0	1.0	5.0	101.0	80.0	1.0	1.0	103.0	1.0	1.0	7.0	99.0		43.0			
NC_072404.2	-2::NC_072404.2:92306103-92311254	5151	False	0.4217	2	3.0	12.0	3.0	76.0	51.0	20.0	34.0	23.0	78.0	60.0	15.0	26.0	15.0	8.0	11.0	10.0	71.0	21.0	22.0	9.0	14.0	36.0	39.0	2.0	79.0	23.0	56.0	3.0	39.0	4.0	43.0	2.0	2.0	10.0	16.0	19.0		46.0	29.0	27.0	3.0	31.0	6.0	21.0		118.0	27.0	50.0	36.0	30.0	6.0	5.0	34.0	6.0	32.0	12.0	12.0	31.0	72.0	12.0	32.0	57.0	27.0	
NC_072404.2	3::NC_072404.2:110413448-110424182	10734	False	0.5061	1	73.0	5.0	4.0	29.0	343.0	496.0	3.0	76.0	148.0	7.0	162.0	16.0	81.0	27.0	46.0	18.0	19.0	14.0	8.0	57.0	19.0	21.0	22.0	10.0	6.0	28.0	54.0		27.0	38.0	131.0	2.0	1.0	21.0	86.0	65.0	5.0	32.0	132.0	15.0	27.0	44.0	5.0	10.0	172.0	86.0	23.0	139.0	24.0	210.0	42.0	276.0	13.0	17.0	9.0	19.0	27.0	45.0	14.0		17.0			12.0
NC_072404.2	2::NC_072404.2:110442616-110484883	42267	False	0.5066	2	151.0	17.0	49.0	91.0	1412.0	2088.0	10.0	467.0	781.0	16.0	582.0	52.0	310.0	157.0	100.0	98.0	82.0	17.0	57.0	328.0	66.0	62.0	94.0	28.0	16.0	71.0	119.0	10.0	69.0	114.0	623.0	29.0	16.0	60.0	432.0	169.0	13.0	122.0	400.0	134.0	80.0	246.0	5.0	25.0	806.0	502.0	44.0	686.0	55.0	801.0	90.0	648.0	33.0	35.0	26.0	25.0	197.0	89.0	39.0		67.0			78.0
NC_072404.2	1::NC_072404.2:110514270-110538945	24675	False	0.5576	1	278.0	35.0	24.0	56.0	280.0	604.0	4.0	323.0	36.0	17.0	160.0	12.0	343.0	57.0	31.0	399.0	2.0	90.0	20.0	224.0	67.0	27.0	11.0	44.0	5.0	67.0	177.0	15.0	69.0	154.0	650.0	71.0	51.0	117.0	115.0	22.0	29.0	3.0	294.0	10.0	186.0	18.0	14.0	74.0	502.0	182.0	83.0	244.0	64.0	232.0	350.0	911.0	5.0	84.0	40.0	8.0	9.0	88.0	30.0		36.0			72.0
NC_072404.2	1::NC_072404.2:110564460-110591907	27447	False	0.49	2	320.0	52.0	5.0	31.0	811.0	744.0	2.0	5.0	80.0		22.0	39.0	633.0	15.0	253.0	26.0	43.0	102.0	10.0	244.0	6.0	279.0	74.0	72.0	9.0	5.0	17.0	2.0	34.0	116.0	650.0	3.0	40.0	134.0	130.0	233.0	6.0	44.0	65.0	11.0	60.0	24.0	3.0	8.0	404.0	3.0	122.0	551.0	195.0	501.0	429.0	606.0	56.0	137.0	22.0	39.0	40.0	235.0	63.0		138.0			146.0
NC_072404.2	1::NC_072404.2:123388569-123394893	6324	False	0.2127	0					1.0	1.0						1.0			220.0						1.0				443.0											236.0		1.0		1.0		1.0			1.0			1.0	2.0	1.0			602.0		2.0	210.0	1.0	1.0	1.0		379.0			1.0
NC_072404.2	-2::NC_072404.2:123388587-123394890	6303	False	0.2128	0					1.0	1.0						1.0			220.0						1.0				443.0											236.0				1.0		1.0						1.0	2.0				602.0		1.0	209.0	1.0	1.0			379.0			
NC_072404.2	2::NC_072404.2:123388591-123394900	6309	False	0.2129	0	1.0			2.0											221.0		1.0								456.0	1.0				1.0						208.0	1.0	1.0							1.0	1.0		1.0					588.0			221.0	1.0	2.0	1.0		394.0			
NC_072404.2	3::NC_072404.2:123388598-123394964	6366	False	0.2139	0	1.0	1.0		4.0	2.0							1.0			233.0										430.0	1.0							1.0		1.0	210.0			1.0		1.0			1.0	2.0	2.0	1.0	1.0		1.0	1.0	1.0	614.0	2.0		225.0	1.0	1.0	1.0		379.0			2.0
NC_072404.2	-1::NC_072404.2:123388621-123394960	6339	False	0.2134	0				4.0							1.0				221.0								1.0		458.0	1.0				1.0	1.0			1.0		208.0		1.0				1.0				1.0		3.0	3.0				588.0			220.0	1.0	1.0	2.0	2.0	393.0			
NC_072404.2	-3::NC_072404.2:123388628-123394925	6297	False	0.2123	0				3.0											233.0										430.0								1.0			209.0												1.0		1.0		1.0	613.0	1.0		225.0	1.0		1.0		379.0			
NC_072404.2	-3::NC_072404.2:166412681-166418609	5928	False	0.6083	1	1.0	4.0	57.0	1.0			4.0			13.0	2.0	23.0	3.0		94.0	30.0	241.0	210.0	174.0	2.0	23.0	3.0	1.0	1.0	82.0	1.0	2.0	63.0	4.0		91.0				184.0	1.0			2.0	107.0	56.0		1.0	2.0		2.0	73.0	21.0	1.0		100.0	1.0	1.0		1.0	76.0			85.0	99.0	29.0	3.0	1.0	
NC_072404.2	-2::NC_072404.2:166412724-166418679	5955	False	0.6069	1	2.0	1.0	59.0	2.0	2.0			2.0	1.0	17.0	1.0	22.0	2.0		91.0	25.0	228.0	211.0	178.0	3.0	34.0	3.0			79.0			56.0	5.0	2.0	85.0		2.0	2.0	192.0	3.0		1.0	2.0	100.0	60.0	1.0	1.0	1.0			76.0	17.0	1.0		106.0	2.0		2.0	3.0	85.0	2.0		84.0	105.0	23.0	2.0	1.0	
NC_072404.2	-1::NC_072404.2:166412758-166418659	5901	False	0.6087	1	1.0	1.0	62.0		1.0	2.0	4.0	2.0		15.0		29.0	3.0	1.0	95.0	26.0	241.0	200.0	175.0	2.0	32.0				76.0		2.0	59.0	2.0		89.0				190.0	2.0				108.0	46.0	2.0	1.0				76.0	17.0	1.0		106.0	1.0	1.0		2.0	77.0		1.0	84.0	105.0	22.0	4.0	1.0	
